ticker,model,fold_id,n_train,n_test,alpha,intercept,coef_abs_sum,coef_abs_max,pred_sd_over_train_sd,C,p_up_mean,p_up_sd,single_class
BAC,Logistic (direction),4,2016,252,,-0.009874321433300243,0.3027745025053138,,,0.001,0.48807540917196257,0.023257226848411975,False
BAC,Logistic (direction),5,2268,252,,-0.0070591072999921164,0.057473471997845846,,,0.0001,0.500269201437228,0.008396592858161656,False
BAC,Logistic (direction),6,2520,252,,-0.0016088433311619282,0.061363638587952817,,,0.0001,0.5023798665612479,0.00815314497588835,False
BAC,Logistic (direction),7,2772,252,,0.013082509404672678,0.269779111700976,,,0.001,0.5108427609077497,0.021788994803376857,False
BAC,Logistic (direction),8,3024,252,,0.022555724496412848,0.2733060611568174,,,0.001,0.48811808339207186,0.02838475590881253,False
BAC,Logistic (direction),9,3276,252,,0.003671379495514287,0.058299448255308146,,,0.0001,0.49498748016087457,0.004705734998178698,False
BAC,Logistic (direction),10,3528,252,,0.005675665811204633,0.05641584480597292,,,0.0001,0.4977445308991564,0.0047852385217072415,False
BAC,Logistic (direction),11,3780,252,,0.004329967452702035,0.055240189032475566,,,0.0001,0.4979978414862929,0.005521087573568853,False
GS,Ridge (returns),0,1008,252,1000.0,4.547429850933185e-06,0.007007800365107219,0.001054286000872213,0.06308251504417926,,,,
GS,Ridge (returns),1,1260,252,1000.0,0.00012068972307322221,0.0074772833893763805,0.0009988178392622683,0.0965702102092692,,,,
GS,Ridge (returns),2,1512,252,10000.0,-4.16223627692727e-05,0.0014936063315089264,0.00015656495601499746,0.027268064473204012,,,,
GS,Ridge (returns),3,1764,252,100000.0,0.00023686998193651914,0.00020362308221848435,2.1589134898806274e-05,0.004353271842365446,,,,
GS,Ridge (returns),4,2016,252,100000.0,0.000249996513833291,0.000215818882569162,2.223794581130716e-05,0.006358465313703966,,,,
GS,Ridge (returns),5,2268,252,1000000.0,9.61383586666259e-05,2.1390897789297817e-05,2.571209465485851e-06,0.0009086140721833893,,,,
GS,Ridge (returns),6,2520,252,1000.0,-8.636368389724226e-06,0.010395774923863876,0.0010853204000526224,0.23592705026087973,,,,
GS,Ridge (returns),7,2772,252,1000.0,0.0003008129372763333,0.011291893380077958,0.0009205277838889233,0.10357312624248917,,,,
GS,Ridge (returns),8,3024,252,10000.0,0.0002832789712692979,0.0024068946784249145,0.00031138509281844083,0.05784097250203497,,,,
GS,Ridge (returns),9,3276,252,10000.0,0.0002439173294058378,0.002425024149709849,0.0003000716697776313,0.02995998134707983,,,,
GS,Ridge (returns),10,3528,252,1000000.0,0.00031053924338061013,3.835162335781753e-05,5.432309088428993e-06,0.001069038748805609,,,,
GS,Ridge (returns),11,3780,252,1000000.0,0.0003876864794901056,3.8470384146783044e-05,5.536457254554267e-06,0.0013582638233124724,,,,
GS,Logistic (direction),0,1008,252,,0.051724656434800356,0.30834343424749133,,,0.001,0.5221633236729761,0.020092292824499237,False
GS,Logistic (direction),1,1260,252,,0.0763860398373287,0.326636650969646,,,0.001,0.529670566281911,0.02596335605953797,False
GS,Logistic (direction),2,1512,252,,0.061013839334843646,0.3441174475568129,,,0.001,0.5178796647937461,0.028226456961737655,False
GS,Logistic (direction),3,1764,252,,0.08373373574949898,0.054189916117451054,,,0.0001,0.5220223913129254,0.004851269874195605,False
GS,Logistic (direction),4,2016,252,,0.07956919253255637,0.2814836545105376,,,0.001,0.5116682043604752,0.02602929420874973,False
GS,Logistic (direction),5,2268,252,,0.05301902279022167,0.0549735510574212,,,0.0001,0.5156881435731479,0.007476577755401004,False
GS,Logistic (direction),6,2520,252,,0.05882676271787641,0.061238198791784035,,,0.0001,0.5147978891244931,0.011026597472550317,False
GS,Logistic (direction),7,2772,252,,0.0707589631391858,0.059581937675534935,,,0.0001,0.5196558960913493,0.007158153442332176,False
GS,Logistic (direction),8,3024,252,,0.05697546335726855,0.05231910052504644,,,0.0001,0.5116575877866508,0.00702488690356584,False
GS,Logistic (direction),9,3276,252,,0.05383684434780079,0.051383813464455697,,,0.0001,0.5102956500518396,0.003866992022028496,False
GS,Logistic (direction),10,3528,252,,0.054527941507627034,0.054586187277818964,,,0.0001,0.5121745984294959,0.004918593760293795,False
GS,Logistic (direction),11,3780,252,,0.06566395186949446,0.05161445715676124,,,0.0001,0.5156923528474013,0.0063815507534562685,False
BRK-B,Ridge (returns),0,1008,252,1000.0,0.0004008799963750659,0.006596057927235681,0.0009023179486363222,0.15740176765009717,,,,
BRK-B,Ridge (returns),1,1260,252,1000.0,0.0004549487912257278,0.00629916932960267,0.0008607097562648559,0.22808829391277222,,,,
BRK-B,Ridge (returns),2,1512,252,1000.0,0.0003626116477197008,0.006192273032851325,0.0005832832367053871,0.1387117922495322,,,,
BRK-B,Ridge (returns),3,1764,252,1000.0,0.0004205666031915829,0.006342306742597739,0.0005686093826339695,0.19078900384508826,,,,
BRK-B,Ridge (returns),4,2016,252,1000.0,0.000450247944047394,0.005786698298374371,0.0005086857499938242,0.2155702767200605,,,,
BRK-B,Ridge (returns),5,2268,252,1000.0,0.00039866138484373844,0.005944479679991014,0.000544776657270006,0.31983683848296635,,,,
BRK-B,Ridge (returns),6,2520,252,1000.0,0.00029864465949368724,0.00684740936950807,0.0009097343659425451,0.28599502735140364,,,,
