ticker,regime,fold_id,n_train,n_test,train_mean_bps,test_mean_bps,train_std_bps,test_std_bps,ks_stat,ks_p,ks_reject_5pct,test_outside_train_range
MCD,full,4,2016,252,5.581994774461794,6.995105437195905,95.81991421216533,118.65603768502443,0.09027777777777773,0.0494321563141107,True,0.0
MCD,full,5,2268,252,5.73900707032114,-7.506274344094305,98.61973994541943,194.24527451683954,0.058641975308642014,0.4041788078215075,False,0.027777777777777776
MCD,full,6,2520,252,4.4144789288795945,16.74205554514401,111.9918739757551,189.97655828910865,0.107936507936508,0.008994331084490319,True,0.007936507936507936
MCD,full,7,2772,252,5.53516771217636,3.7112113678506096,121.22520171294266,97.89230719681781,0.044011544011544,0.7479923835509462,False,0.0
MCD,full,8,3024,252,5.383171350149214,5.77101255081609,119.4560582474135,119.83179980946957,0.1097883597883598,0.0068393101937230544,True,0.0
MCD,full,9,3276,252,5.413005288662051,2.7945345396578634,119.48504808927623,88.17712490075222,0.04090354090354087,0.8153742225651132,False,0.0
MCD,full,10,3528,252,5.225971663733181,4.0991022978028395,117.52761660940037,117.42341509282036,0.05697278911564618,0.4166828505516898,False,0.0
MCD,full,11,3780,252,5.150847039337824,1.1665861742073094,117.52100887739111,109.80916980223778,0.0714285714285714,0.17202221215267224,False,0.0
NKE,full,0,1008,252,8.66802393571611,8.506861420334035,154.1454013278792,133.4840367463917,0.04761904761904767,0.7397257454273107,False,0.003968253968253968
NKE,full,1,1260,252,8.635791432639694,10.691864622420406,150.24062556241498,155.9567054020553,0.05634920634920637,0.5057157955571042,False,0.0
NKE,full,2,1512,252,8.978470297603147,-3.0392832201213618,151.21025354944638,120.41495946315668,0.08399470899470896,0.09111208687078641,False,0.0
NKE,full,3,1764,252,7.261648366499644,5.612354838049048,147.2659407768582,149.44038093140205,0.04591836734693866,0.7279886195113365,False,0.0
NKE,full,4,2016,252,7.055486675443321,11.42341676514776,147.540506637658,172.188862219855,0.052579365079365004,0.5518024088897642,False,0.0
NKE,full,5,2268,252,7.540812240966038,-7.867529988768054,150.4849833810929,193.14827604743343,0.05379188712522044,0.5140682354403718,False,0.007936507936507936
NKE,full,6,2520,252,5.9999780179926265,26.94269045773074,155.34848047477246,226.14974995024744,0.13055555555555565,0.0007411104464970578,True,0.003968253968253968
NKE,full,7,2772,252,7.903860967059728,-1.5390446797585375,163.17139287821348,183.90184174025353,0.07539682539682535,0.13864058611126107,False,0.003968253968253968
NKE,full,8,3024,252,7.1169521631582064,-1.2932983335926553,165.0190805000297,254.71965985076693,0.14484126984126983,0.00010287247434027736,True,0.003968253968253968
NKE,full,9,3276,252,6.470009817254294,-8.185828320835785,173.5872557422493,172.05776379606363,0.07661782661782657,0.12259680351638796,False,0.0
NKE,full,10,3528,252,5.423164235962146,-15.755674555643177,173.5195099990329,223.54491085266358,0.06831065759637184,0.21382533025364706,False,0.003968253968253968
NKE,full,11,3780,252,4.011241649855123,-8.747129067091016,177.3729127016696,259.5479431337584,0.1208994708994709,0.0018389603051052284,True,0.0
PG,full,0,1008,252,3.5124511759981667,3.148047410230422,91.33193614269516,78.04286914933063,0.05952380952380942,0.46243054693798913,False,0.0
PG,full,1,1260,252,3.439570422844618,0.8643008760075865,88.8334237721777,102.52455186896172,0.06507936507936501,0.32679925493844103,False,0.0
PG,full,2,1512,252,3.010358831705113,5.023189003601484,91.26307788390933,83.75646029995843,0.042328042328042326,0.8226008110568478,False,0.0
PG,full,3,1764,252,3.29790599911888,-4.572284975726837,90.231696721537,77.69805190136526,0.08786848072562348,0.06345823209499082,False,0.0
PG,full,4,2016,252,2.3141321272631648,11.587709956135027,88.7999847548778,117.4081884594365,0.07936507936507942,0.11409516632008156,False,0.007936507936507936
PG,full,5,2268,252,3.344529663804483,4.426778313054239,92.46298047871021,176.3343314094319,0.09832451499118167,0.023546514398371424,True,0.015873015873015872
PG,full,6,2520,252,3.452754528729458,6.6904394983234985,103.94203932990415,146.35717307658538,0.10357142857142865,0.013784229532225564,True,0.0
