Date,Open,High,Low,Close,Volume,SP500,VIX,TNX_Yield,hl_range,oc_ret,clv,close_to_sma20,close_to_sma50,close_to_ema12,close_to_ema26,macd_norm,macd_signal_norm,macd_hist_norm,RSI_14,bb_position,BB_Width,atr_pct,Volatility_20,Log_Return,Return_1d,Return_5d,Return_10d,Return_21d,obv_change,Volume_Ratio,log_volume_change,DayOfWeek,SP500_Return_1d,SP500_Return_5d,Corr_SP500_20,VIX_Change,TNX_change
2010-03-16,16.36077030272627,16.382057457828886,16.290826627380106,16.330360412597656,22287800,1159.4599609375,17.690000534057617,3.6530001163482666,0.005586577891961384,-0.0018604372644505142,0.4333379482538687,-0.0036290426214367066,-0.011202559918586097,0.000276002442893164,-0.0031482696851066194,-0.0034341388766270034,-0.004189623110647264,0.00075548423402026,41.089408485667654,0.44367915986400636,0.06443516970587905,0.01436368715872122,0.01105208739091616,0.0009315450648905468,0.0009319790877546641,-0.0007472968407071789,0.01575077043101425,0.002954693027859223,0.8446331698092472,0.8446331698092472,-0.06875055711428146,1,0.0077791163013856135,0.016668868060444986,-0.2304554191835484,-0.3099994659423828,-0.05099987983703613
2010-03-17,16.366852131534024,16.418550335624,16.299948982733905,16.372934341430664,26074400,1166.2099609375,16.90999984741211,3.6419999599456787,0.007243744488120411,0.0003715485421159792,0.6153838110982913,-6.59137856652281e-05,-0.007624483079816224,0.0024390255617541268,-0.0005087575221830454,-0.002942107678297665,-0.003931404727948569,0.0009892970496509037,65.16224642026953,0.498939503659419,0.062154000779838695,0.011488180574795028,0.010836883050797193,0.002603649155468795,0.002607041593531756,0.0014876247494277628,0.006502062042668122,-0.00983882446712181,0.9715463573345893,0.9715463573345893,0.1569145465170223,2,0.005821675803744153,0.01798166553132452,-0.15299569396225562,-0.7800006866455078,-0.01100015640258789
2010-03-18,16.391184288662604,16.433758606493118,16.342527759704428,16.406389236450195,23496200,1165.8299560546875,16.6200008392334,3.671999931335449,0.005560690135645567,0.0009271996213533745,0.6999986517027244,0.003380559841613451,-0.004884153393469037,0.0037943385686145525,0.001419753274049862,-0.0023622555516337163,-0.003611161550636607,0.0012489059990028906,73.6206274148179,0.5608464363957957,0.05555887409118593,0.010693174154202033,0.010531124710911157,0.0020412200731405893,0.002043304781041977,0.006530291956368117,-0.0014402003975120259,-0.016960981970113864,0.8654338440096031,0.8654338440096031,-0.10411528412833349,3,-0.0003258460273372066,0.01355366354210652,-0.03452071720723669,-0.28999900817871094,0.029999971389770508
2010-03-19,16.64967155456543,16.74394408509985,16.299951961996793,16.64967155456543,43610800,1159.9000244140625,16.969999313354492,3.687000036239624,0.02666671961954187,0.0,0.787670696155016,0.018749596234940658,0.010290366827222952,0.015760113859830005,0.015046049695342845,-0.0006925646776544672,-0.002985229607449944,0.0022926649297954765,75.40399041553776,0.8600782991789921,0.052070885003155806,0.011600576395229004,0.01111127276528764,0.014719643230317762,0.014828510686235141,0.026241677797030905,0.009105764853497789,-0.012732362188694557,1.536515622775951,1.536515622775951,0.6184661201555812,4,-0.005086446449439896,0.008617496033741734,0.16539666307736686,0.34999847412109375,0.015000104904174805
2010-03-22,16.57060476049285,16.68008107600173,16.543235391599854,16.5858097076416,18127400,1165.81005859375,16.8700008392334,3.6630001068115234,0.008250768989519246,0.0009171648055746136,0.3111118419021572,0.015210782032417214,0.006858889758400988,0.010020514948040793,0.010318065512779029,0.0002915898920979328,-0.002339061147718878,0.0026306510398168108,71.20390791840057,0.8051356718517373,0.04984924065838994,0.011533115373649627,0.011061864752826419,-0.0038429968873296572,-0.0038356220250073125,0.016589157618098982,0.009665372346095102,-0.013165934236036514,-0.6334949157624469,0.6334949157624469,-0.8778802203349265,0,0.005095296193887933,0.013298492580035681,0.3607931874869057,-0.09999847412109375,-0.023999929428100586
2010-03-23,16.637502031960157,16.829087559766887,16.54627121493026,16.816923141479492,19081200,1174.1700439453125,16.350000381469727,3.680000066757202,0.01681736560590264,0.010726403390367787,0.9569882431501482,0.028481197136668746,0.020663627649880167,0.020312403192252138,0.022548371896063735,0.00214313087456543,-0.0014169063408377117,0.003560037215403142,72.15751150033209,1.0144178040035647,0.05536588410162947,0.011371558928136245,0.011251760946001988,0.013838216350902172,0.01393440766002585,0.02979497797896058,0.029025415445340652,0.006728489881745681,0.6619167528989125,0.6619167528989125,0.05127895135630567,1,0.007170966908320198,0.012687012491503724,0.5933019573758999,-0.5200004577636719,0.01699995994567871
2010-03-24,16.792598863150598,16.83517317570912,16.607095506948745,16.610136032104492,17052600,1167.719970703125,17.549999237060547,3.8289999961853027,0.013731234248746654,-0.010925132118013875,0.013331094793109047,0.015921719584725658,0.008557390563576295,0.006563612187054035,0.009229050160278307,0.0026238415873999946,-0.0006228685224104087,0.0032467101098104033,57.01006189192079,0.7898422030122455,0.05493236987632106,0.011054107310102455,0.01155375265500746,-0.012372595879769457,-0.012296370009859503,0.01448742697719152,0.015996603581546198,0.004323141632075256,-0.5889083166386302,0.5889083166386302,-0.11240087235189122,2,-0.005493304207041971,0.0012948009502604663,0.7987934061578197,1.1999988555908203,0.14899992942810059
2010-03-25,16.69832278572345,16.780430868195854,16.619256387821935,16.664871215820312,16638800,1165.72998046875,18.399999618530273,3.9010000228881836,0.009671510705760085,-0.0020052984801918134,0.2830151836841741,0.017272149377211887,0.012485960438506138,0.008347758585301346,0.011613968340738579,0.003201982226499116,0.00014373825918525166,0.003058243967313864,56.514268032937096,0.8197966810179197,0.05400978153308738,0.01098492625770177,0.007433799380635549,0.0032898705431194234,0.003295288106613059,0.01575495836681995,0.022388134801083925,0.0016044578156904077,0.6253824354088207,0.6253824354088207,-0.024565367364314028,3,-0.001704167338318907,-8.575486109130281e-05,0.7814513564826177,0.8500003814697266,0.07200002670288086
2010-03-26,16.66183127825662,16.716570001833162,16.573640983598548,16.6192569732666,16276800,1166.5899658203125,17.770000457763672,3.8550000190734863,0.008600205079235916,-0.0025584697165980303,0.31915133147884023,0.01227226965081507,0.010430403030618818,0.004724043654157795,0.00818447999839278,0.0034162060835553495,0.0007985474344059562,0.002617658649149393,57.731854359204135,0.7569589923586112,0.047759640855951455,0.01091635271567104,0.0071827965775609365,-0.0027409022613517383,-0.002737149418256979,-0.0018267376145619796,0.02436700352256782,0.03722276927413626,-0.6707969175190306,0.6707969175190306,-0.02199653635066312,4,0.000737722599547963,0.005767687960545942,0.7280083896954201,-0.6299991607666016,-0.046000003814697266
2010-03-29,16.66487491762041,16.71353144099784,16.625341129856555,16.655752182006836,13853600,1173.219970703125,17.59000015258789,3.864000082015991,0.005294886125680821,-0.0005475728781598421,0.3448343509438083,0.012682755875040419,0.013359820622215635,0.005857919007876244,0.009620748750410302,0.0037052683055701437,0.0013784918205060617,0.0023267764850640822,63.102891324748946,0.7825568781451179,0.0448856721609376,0.010468849061287666,0.006921022772482497,0.0021935515151026526,0.0021959591092994835,0.0042170069232743135,0.02087612113390014,0.04738737007676441,0.6027219419918851,0.6027219419918851,-0.16119565440154204,0,0.005683234964352302,0.006356020052111333,0.6944640632460692,-0.18000030517578125,0.009000062942504883
2010-03-30,16.695294478329412,16.740909339707375,16.60710412224296,16.68617057800293,13631600,1173.27001953125,17.1299991607666,3.868000030517578,0.008018929019029076,-0.0005466447046759121,0.5909070763397305,0.012657285698699283,0.01557242456453789,0.006503384751306074,0.01060638057365848,0.004033701895368804,0.0019075234755879446,0.0021261784197808596,63.840493004559356,0.8067777793484018,0.04125880706211138,0.01059644852014865,0.0069149383365524775,0.0018246340893021916,0.001826299746999993,-0.007775058634480914,0.021788261643680196,0.038466555994826956,0.6074328036707272,0.6074328036707272,-0.016154499722354387,1,4.265937281555665e-05,-0.0007665196525014073,0.6424445203337519,-0.46000099182128906,0.003999948501586914
2010-03-31,16.661838891751938,16.81389071337392,16.573648556795987,16.72570037841797,22922000,1169.4300537109375,17.59000015258789,3.8329999446868896,0.014363653009588057,0.003825472972394149,0.6329106325831344,0.01364590826658274,0.018340950771581266,0.007510183069348919,0.012025940273607816,0.004428834939472835,0.002408179150019695,0.0020206557894531406,67.58857402206905,0.8291815118173139,0.04145405277693108,0.010584395041781627,0.006515254995589862,0.0023662140267714533,0.002369015720548262,0.00695745935434311,0.021545682015877476,0.0403409732629354,1.029798658682979,1.029798658682979,0.5197065211410568,2,-0.00327287474868454,0.0014644632709182037,0.6215865478830178,0.46000099182128906,-0.03500008583068848
2010-04-01,16.835169768910582,16.85645692088213,16.765226103852235,16.816923141479492,14346000,1178.0999755859375,17.469999313354492,3.8589999675750732,0.005424941070514371,-0.0010844276026350792,0.5666619421340554,0.017981002668644885,0.023800049843553106,0.010982419103207741,0.016224818371376237,0.005102660734160143,0.0029366250055278963,0.0021660357286322463,74.19357348963311,0.9035962840068738,0.04455195162640205,0.010423611045269194,0.006276060628341853,0.005439227966825241,0.005454047423881336,0.009124098451767981,0.02502280660983036,0.03379562063480179,0.6664232498376447,0.6664232498376447,-0.4686259903702634,3,0.0074138011482498545,0.010611372551483589,0.728840455489654,-0.12000083923339844,0.026000022888183594
2010-04-05,16.89598957848653,16.89598957848653,16.619255461167185,16.683116912841797,19191800,1187.43994140625,17.020000457763672,3.99399995803833,0.016587674759165113,-0.012679045968325559,0.23076825505123416,0.00932015888872062,0.015303911102864776,0.002485210280510408,0.007531646064273145,0.004996295094273685,0.003367401483901921,0.0016288936103717635,64.50838535007895,0.7054316866158525,0.04536865084190372,0.011054080347048391,0.006551027398428652,-0.007988464491185048,-0.007956641504036965,0.0038425267554331732,0.0020087698527120335,0.01540257524919375,-0.9021026091305467,0.9021026091305467,0.291011946770098,0,0.00792799084446738,0.017872582652703084,0.772532491447748,-0.4499988555908203,0.13499999046325684
2010-04-06,16.677041446231275,16.677041446231275,16.488497539322232,16.509784698486328,17604200,1189.43994140625,16.229999542236328,3.9679999351501465,0.011420131173868635,-0.010079792695527475,0.11290292210469713,-0.0014163100011505003,0.004572908158781308,-0.00671844078416628,-0.0027193724049051626,0.004037095979430037,0.0035296232063871673,0.0005074727730428698,56.29017029664837,0.468528814445442,0.04500339785680595,0.011617438642005287,0.00692064090631285,-0.010444027577886107,-0.010389678095586996,-0.00876378814510681,-0.004583738177114549,0.0006274815171549708,-0.8300363761525205,0.8300363761525205,-0.08634559453572521,1,0.0016842957106795176,0.013825174398799378,0.7060599761103017,-0.7900009155273438,-0.026000022888183594
2010-04-07,16.51282136107362,16.51282136107362,16.287785399679674,16.366851806640625,24060800,1182.449951171875,16.6200008392334,3.86299991607666,0.013749495874499251,-0.008879073260984055,0.3513500818166458,-0.010134193675874426,-0.004091421318085597,-0.012991782119704753,-0.010521158372117978,0.0025297600558860395,0.0033543101385766147,-0.0008245500826905755,49.80077988832679,0.27329169939158254,0.04470146798314765,0.012183398806266857,0.007108905906100046,-0.008695159090771433,-0.00865746552459934,-0.019136731814503705,-0.02676300123705455,-0.0036637454081266396,-1.131820745499798,1.131820745499798,0.3124464502629536,2,-0.005876707172041695,0.007824227575756737,0.5791949258131956,0.3900012969970703,-0.10500001907348633
2010-04-08,16.354695951974808,16.354695951974808,16.251300651762552,16.348613739013672,19466800,1186.43994140625,16.479999542236328,3.8959999084472656,0.00632440779767874,-0.000371963149218385,0.9411750595974804,-0.011237230455985237,-0.005223111890752197,-0.011949596873380264,-0.010772019313691539,0.001204797421200171,0.002927401176630659,-0.0017226037554304882,48.088637835013685,0.2486160720586532,0.04470146798314765,0.012303247898438289,0.007113408590983328,-0.0011149509390803022,-0.0011143296122197999,-0.022545342250114175,-0.015744741198105983,0.0003696219107480747,-0.9202816231576568,0.9202816231576568,-0.21187350974388508,3,0.003374341747336196,0.01454545112923622,0.4146331890296467,-0.1400012969970703,0.03299999237060547
